userId,campaignId,group,semanticScore,locationScore,categoryScore,urgencyScore,popularityScore,recencyScore,monetary,goods,volunteer,label
U0006,C0131,21,0.4572,0.3943,0,0.5277,0.3804,0.7151,0,1,0,2
U0006,C0085,21,0.8594,0.229,0,0.7087,0.1505,0.4262,0,0,1,1
U0006,C0032,21,0.3421,0.3482,0,0.3971,0.3099,0.8314,1,0,0,1
U0006,C0078,21,0.7056,0.1198,0,0.245,0.2838,0.5447,1,0,0,1
U0006,C0064,21,0.5934,0.3855,0,0.402,0.3089,0.1624,1,0,0,2
U0006,C0051,21,0.118,0.3046,1,0.158,0.2724,0.381,0,1,0,1
U0007,C0132,21,0.3705,0.2716,1,0.1512,0.4582,0.4379,0,1,0,2
U0007,C0014,21,0.0576,0.368,0,0.2162,0.1109,0.2355,0,1,0,5
U0007,C0084,21,0.7649,0.095,0,0.144,0.2945,0.8495,0,1,0,5
U0007,C0108,21,0.2134,0.187,0,0.2017,0.1291,0.5094,0,0,1,5
U0007,C0019,21,0.5463,0.5013,0,0.5338,0.307,0.8996,0,0,1,5
U0007,C0125,21,0.2015,0.732,0,0.0932,0.1975,0.6547,0,1,0,5
U0007,C0073,21,0.9584,0.2912,0,0.5746,0.2968,0.4343,1,0,0,5
U0007,C0021,21,0.1173,0.1299,0,0.3635,0.5089,0.667,0,0,1,2
U0007,C0037,21,0.468,0.3816,0,0.5885,0.8288,0.9402,0,1,0,2
U0007,C0057,21,0.3359,0.1379,0,0.3163,0.1677,0.2194,1,0,0,2
U0007,C0118,21,0.9295,0.3801,0,0.1071,0.322,0.7665,1,0,0,5
U0007,C0060,21,0.9301,0.05,0,0.2468,0.252,0.9446,1,0,0,2
U0007,C0008,21,0.3907,0.1254,0,0.0494,0.0915,0.8395,0,1,0,1
U0007,C0121,21,0.05,0.1125,0,0.1379,0.1556,0.7324,1,0,0,1
U0007,C0011,21,0.4332,0.3546,0,0.1781,0.0681,0.808,0,1,0,1
U0007,C0085,21,0.1138,0.2569,0,0.7087,0.1505,0.4262,0,0,1,1
U0007,C0113,21,0.2471,0.3603,0,0.4553,0.1208,0.8935,1,0,0,2
U0007,C0124,21,0.5383,0.8659,0,0.1069,0.5369,0.9241,1,0,0,1
U0007,C0137,21,0.82,0.154,0,0.1397,0.2365,0.2946,0,1,0,1
U0007,C0006,21,0.4625,0.3719,0,0.2425,0.0563,0.1568,1,0,0,2
U0007,C0088,21,0.1305,0.2283,0,0.5048,0.7336,0.9325,0,1,0,1
U0008,C0149,21,0.5644,0.1336,0,0.5411,0.0374,0.3754,0,1,0,2
U0008,C0115,21,0.5354,0.1914,1,0.4254,0.6476,0.8504,0,0,1,5
U0008,C0148,21,0.6582,0.3685,0,0.1613,0.3539,0.9027,0,1,0,5
U0008,C0121,21,0.522,0.9007,0,0.1379,0.1556,0.7324,1,0,0,5
U0008,C0104,21,0.8962,0.05,0,0.3407,0.4493,0.7169,1,0,0,5
U0008,C0112,21,0.6998,0.5959,0,0.6128,0.227,0.9582,0,1,0,5
U0008,C0027,21,0.8775,0.4055,0,0.1749,0.1883,0.7626,0,1,0,5
U0008,C0007,21,0.8533,0.0812,0,0.2653,0.2633,0.7991,0,0,1,2
U0008,C0127,21,0.1872,0.7782,0,0.0894,0.2251,0.7216,1,0,0,2
U0008,C0076,21,0.2775,0.4397,0,0.3624,0.3919,0.5224,0,1,0,5
U0008,C0079,21,0.6436,0.1623,0,0.3678,0.218,0.8749,0,1,0,2
U0008,C0100,21,0.891,0.456,0,0.3463,0.18,0.6218,0,1,0,2
U0008,C0008,21,0.3085,0.4774,0,0.0494,0.0915,0.8395,0,1,0,2
U0008,C0048,21,0.2012,0.05,0,0.261,0.7379,0.4654,0,0,1,1
U0008,C0065,21,0.0914,0.6554,0,0.1786,0.2128,0.6745,0,1,0,1
U0008,C0036,21,0.105,0.2321,0,0.2348,0.2335,0.9128,1,0,0,1
U0008,C0150,21,0.0611,0.3872,0,0.5086,0.0134,0.5967,0,1,0,1
U0008,C0086,21,0.4246,0.1573,0,0.1612,0.0544,0.8773,0,0,1,1
U0008,C0061,21,0.3127,0.8443,1,0.2856,0.3106,0.4733,0,1,0,1
U0008,C0136,21,0.0726,0.4519,0,0.7682,0.1707,0.2805,1,0,0,1
U0008,C0062,21,0.27,0.1131,0,0.2459,0.3905,0.4621,1,0,0,2
U0009,C0075,18,0.6544,0.366,0,0.1449,0.173,0.6698,0,0,1,5
U0009,C0073,18,0.4054,0.6852,0,0.5746,0.2968,0.4343,1,0,0,5
U0009,C0122,18,0.8575,0.3757,1,0.0737,0.1789,0.1599,0,1,0,5
U0009,C0079,18,0.9155,0.4345,0,0.3678,0.218,0.8749,0,1,0,2
U0009,C0085,18,0.0962,0.6313,0,0.7087,0.1505,0.4262,0,0,1,5
U0009,C0088,18,0.3916,0.98,0,0.5048,0.7336,0.9325,0,1,0,5
U0009,C0006,18,0.8209,0.4532,0,0.2425,0.0563,0.1568,1,0,0,5
U0009,C0004,18,0.1677,0.2806,0,0.2286,0.3073,0.6892,0,0,1,5
U0009,C0115,18,0.4428,0.3081,1,0.4254,0.6476,0.8504,0,0,1,2
U0009,C0014,18,0.1784,0.9036,0,0.2162,0.1109,0.2355,0,1,0,1
U0009,C0021,18,0.3283,0.1453,0,0.3635,0.5089,0.667,0,0,1,2
U0009,C0112,18,0.2638,0.4971,0,0.6128,0.227,0.9582,0,1,0,2
U0009,C0017,18,0.0961,0.4661,0,0.3559,0.4084,0.3376,0,0,1,2
U0009,C0038,18,0.4529,0.05,0,0.1376,0.2429,0.8212,1,0,0,2
U0009,C0086,18,0.2197,0.346,0,0.1612,0.0544,0.8773,0,0,1,1
U0009,C0148,18,0.6375,0.3065,0,0.1613,0.3539,0.9027,0,1,0,1
U0009,C0036,18,0.118,0.7108,0,0.2348,0.2335,0.9128,1,0,0,1
U0009,C0099,18,0.217,0.628,0,0.4917,0.4187,0.1381,0,1,0,2
U0010,C0093,15,0.6386,0.1657,0,0.1232,0.4355,0.1628,1,0,0,5
U0010,C0071,15,0.8621,0.1706,0,0.0339,0.1683,0.8816,0,0,1,5
U0010,C0058,15,0.8561,0.7403,0,0.2961,0.1857,0.5605,0,1,0,5
U0010,C0136,15,0.5164,0.7671,0,0.7682,0.1707,0.2805,1,0,0,5
U0010,C0027,15,0.5974,0.4442,1,0.1749,0.1883,0.7626,0,1,0,5
U0010,C0096,15,0.9583,0.1485,1,0.0227,0.0278,0.8292,0,0,1,5
U0010,C0105,15,0.8636,0.3263,0,0.3057,0.588,0.1225,0,1,0,5
U0010,C0061,15,0.0689,0.3355,0,0.2856,0.3106,0.4733,0,1,0,2
U0010,C0045,15,0.0991,0.3147,0,0.1719,0.2712,0.965,1,0,0,2
U0010,C0141,15,0.3972,0.5834,0,0.4364,0.2668,0.9467,1,0,0,2
U0010,C0126,15,0.6734,0.3128,0,0.1993,0.2585,0.3217,1,0,0,2
U0010,C0085,15,0.4134,0.1901,0,0.7087,0.1505,0.4262,0,0,1,2
U0010,C0148,15,0.3542,0.4772,0,0.1613,0.3539,0.9027,0,1,0,2
U0010,C0118,15,0.4762,0.3568,0,0.1071,0.322,0.7665,1,0,0,2
U0010,C0057,15,0.6446,0.8047,0,0.3163,0.1677,0.2194,1,0,0,1
U0011,C0118,17,0.4773,0.3019,1,0.1071,0.322,0.7665,1,0,0,5
U0011,C0072,17,0.4857,0.2489,0,0.0127,0.1046,0.4412,0,1,0,5
U0011,C0052,17,0.6784,0.6027,0,0.2264,0.1546,0.1142,0,1,0,5
U0011,C0068,17,0.3624,0.2404,0,0.046,0.0367,0.2246,1,0,0,5
U0011,C0098,17,0.7505,0.4754,0,0.6351,0.0448,0.2837,0,1,0,5
U0011,C0135,17,0.7927,0.341,0,0.4356,0.3704,0.2127,0,1,0,5
U0011,C0085,17,0.7825,0.3883,0,0.7087,0.1505,0.4262,0,0,1,5
U0011,C0026,17,0.4197,0.5527,0,0.329,0.3563,0.5628,0,0,1,2
U0011,C0120,17,0.082,0.4009,0,0.7087,0.1727,0.6347,1,0,0,1
U0011,C0004,17,0.1759,0.8113,1,0.2286,0.3073,0.6892,0,0,1,2
U0011,C0106,17,0.2657,0.2898,1,0.33,0.3127,0.2543,0,1,0,2
U0011,C0028,17,0.5994,0.2061,0,0.3255,0.3258,0.4928,0,0,1,2
U0011,C0130,17,0.8867,0.0614,0,0.1453,0.2084,0.9786,0,0,1,2
U0011,C0123,17,0.05,0.6688,0,0.2637,0.0474,0.3077,0,1,0,2
U0011,C0013,17,0.4016,0.05,0,0.3808,0.151,0.7731,1,0,0,1
U0011,C0048,17,0.4789,0.937,0,0.261,0.7379,0.4654,0,0,1,1
U0011,C0109,17,0.685,0.2128,1,0.362,0.3634,0.7171,0,0,1,2
U0012,C0142,21,0.877,0.3197,0,0.3655,0.3272,0.7983,1,0,0,2
U0012,C0038,21,0.2468,0.4127,0,0.1376,0.2429,0.8212,1,0,0,2
U0012,C0101,21,0.8968,0.1111,0,0.4391,0.1313,0.5076,1,0,0,5
U0012,C0135,21,0.4398,0.4402,0,0.4356,0.3704,0.2127,0,1,0,5
U0012,C0002,21,0.806,0.2134,0,0.3844,0.2499,0.5168,0,1,0,5
U0012,C0055,21,0.2277,0.7318,1,0.6798,0.4857,0.7355,1,0,0,5
U0012,C0118,21,0.4526,0.8947,0,0.1071,0.322,0.7665,1,0,0,5
U0012,C0149,21,0.4109,0.3777,0,0.5411,0.0374,0.3754,0,1,0,2
U0012,C0019,21,0.2817,0.3914,0,0.5338,0.307,0.8996,0,0,1,5
U0012,C0144,21,0.2096,0.067,0,0.3825,0.0875,0.4128,0,0,1,2
U0012,C0007,21,0.4757,0.1681,0,0.2653,0.2633,0.7991,0,0,1,5
U0012,C0027,21,0.2238,0.337,0,0.1749,0.1883,0.7626,0,1,0,2
U0012,C0044,21,0.2868,0.0797,0,0.1681,0.234,0.3863,0,1,0,1
U0012,C0050,21,0.7925,0.1198,0,0.1149,0.3756,0.1722,1,0,0,1
U0012,C0012,21,0.1626,0.3864,0,0.2139,0.412,0.7963,1,0,0,1
U0012,C0053,21,0.5463,0.2797,0,0.1426,0.0445,0.1154,0,0,1,1
U0012,C0092,21,0.8505,0.1799,0,0.2617,0.3656,0.9768,0,0,1,2
U0012,C0127,21,0.4529,0.3849,0,0.0894,0.2251,0.7216,1,0,0,1
U0012,C0024,21,0.914,0.09,0,0.5432,0.2853,0.4861,0,0,1,1
U0012,C0086,21,0.8901,0.9347,0,0.1612,0.0544,0.8773,0,0,1,2
U0012,C0003,21,0.7323,0.1105,0,0.1995,0.3083,0.3506,1,0,0,1
U0013,C0048,16,0.792,0.2391,0,0.261,0.7379,0.4654,0,0,1,5
U0013,C0032,16,0.8301,0.6955,0,0.3971,0.3099,0.8314,1,0,0,5
U0013,C0069,16,0.5029,0.3401,0,0.2052,0.6311,0.621,1,0,0,5
U0013,C0090,16,0.9365,0.8546,0,0.3228,0.0591,0.149,1,0,0,5
U0013,C0042,16,0.6184,0.2624,1,0.0906,0.4937,0.614,1,0,0,5
U0013,C0094,16,0.4655,0.1435,0,0.4751,0.4894,0.5992,0,1,0,5
U0013,C0147,16,0.1725,0.2519,0,0.4412,0.0156,0.7024,0,0,1,5
U0013,C0070,16,0.766,0.5191,0,0.5536,0.18,0.6125,0,0,1,2
U0013,C0006,16,0.074,0.3685,0,0.2425,0.0563,0.1568,1,0,0,2
U0013,C0060,16,0.8189,0.6276,1,0.2468,0.252,0.9446,1,0,0,2
U0013,C0091,16,0.7377,0.105,0,0.4545,0.5855,0.6798,0,0,1,2
U0013,C0100,16,0.431,0.3403,0,0.3463,0.18,0.6218,0,1,0,2
U0013,C0007,16,0.678,0.2543,1,0.2653,0.2633,0.7991,0,0,1,2
U0013,C0128,16,0.8239,0.1715,0,0.3936,0.1843,0.6371,0,1,0,2
U0013,C0149,16,0.0689,0.299,0,0.5411,0.0374,0.3754,0,1,0,1
U0013,C0117,16,0.1354,0.98,0,0.0224,0.0825,0.1707,1,0,0,1
U0014,C0119,20,0.5738,0.237,0,0.2205,0.3384,0.1854,1,0,0,2
U0014,C0013,20,0.4315,0.3079,0,0.3808,0.151,0.7731,1,0,0,5
U0014,C0147,20,0.9642,0.7405,0,0.4412,0.0156,0.7024,0,0,1,5
U0014,C0079,20,0.0928,0.4274,1,0.3678,0.218,0.8749,0,1,0,5
U0014,C0014,20,0.129,0.6965,1,0.2162,0.1109,0.2355,0,1,0,5
U0014,C0125,20,0.2559,0.1606,0,0.0932,0.1975,0.6547,0,1,0,5
U0014,C0039,20,0.8177,0.2663,0,0.4162,0.5551,0.7068,0,1,0,2
U0014,C0117,20,0.3504,0.0689,0,0.0224,0.0825,0.1707,1,0,0,5
U0014,C0084,20,0.5703,0.3135,0,0.144,0.2945,0.8495,0,1,0,5
U0014,C0140,20,0.9531,0.1914,0,0.197,0.2235,0.6571,0,1,0,2
U0014,C0086,20,0.0928,0.4585,0,0.1612,0.0544,0.8773,0,0,1,1
U0014,C0009,20,0.7666,0.1136,0,0.5793,0.095,0.5154,0,0,1,2
U0014,C0010,20,0.3316,0.299,0,0.4611,0.2742,0.985,1,0,0,2
U0014,C0005,20,0.6631,0.294,0,0.3696,0.2129,0.8414,0,0,1,2
U0014,C0018,20,0.2196,0.1284,0,0.1823,0.3987,0.4737,0,0,1,1
U0014,C0115,20,0.0825,0.2487,0,0.4254,0.6476,0.8504,0,0,1,1
U0014,C0044,20,0.6395,0.3162,0,0.1681,0.234,0.3863,0,1,0,1
U0014,C0131,20,0.4087,0.3745,0,0.5277,0.3804,0.7151,0,1,0,1
U0014,C0085,20,0.1994,0.7814,0,0.7087,0.1505,0.4262,0,0,1,1
U0014,C0094,20,0.5258,0.1127,0,0.4751,0.4894,0.5992,0,1,0,2
U0015,C0149,17,0.43,0.4059,0,0.5411,0.0374,0.3754,0,1,0,5
U0015,C0075,17,0.422,0.7401,1,0.1449,0.173,0.6698,0,0,1,5
U0015,C0015,17,0.6452,0.4494,0,0.197,0.2352,0.2955,0,0,1,5
U0015,C0046,17,0.6132,0.3318,0,0.2768,0.1672,0.9025,0,0,1,2
U0015,C0111,17,0.5659,0.3145,0,0.2173,0.1798,0.6751,0,1,0,5
U0015,C0079,17,0.5304,0.1913,0,0.3678,0.218,0.8749,0,1,0,5
U0015,C0144,17,0.9571,0.2504,0,0.3825,0.0875,0.4128,0,0,1,5
U0015,C0091,17,0.1122,0.2699,0,0.4545,0.5855,0.6798,0,0,1,2
U0015,C0131,17,0.5498,0.27,0,0.5277,0.3804,0.7151,0,1,0,5
U0015,C0133,17,0.7386,0.1234,0,0.2197,0.4224,0.8201,1,0,0,2
U0015,C0127,17,0.7515,0.1957,0,0.0894,0.2251,0.7216,1,0,0,1
U0015,C0132,17,0.665,0.4558,0,0.1512,0.4582,0.4379,0,1,0,1
U0015,C0146,17,0.285,0.3213,0,0.2666,0.2475,0.4564,0,0,1,1
U0015,C0004,17,0.2253,0.161,0,0.2286,0.3073,0.6892,0,0,1,2
U0015,C0109,17,0.1124,0.5131,0,0.362,0.3634,0.7171,0,0,1,2
U0015,C0024,17,0.938,0.308,0,0.5432,0.2853,0.4861,0,0,1,2
U0015,C0051,17,0.2173,0.4544,1,0.158,0.2724,0.381,0,1,0,2
U0016,C0039,19,0.2915,0.3686,0,0.4162,0.5551,0.7068,0,1,0,5
U0016,C0034,19,0.0791,0.1069,0,0.4504,0.0773,0.9705,0,1,0,5
U0016,C0089,19,0.0781,0.1073,1,0.172,0.2367,0.6685,0,0,1,5
U0016,C0136,19,0.714,0.2984,0,0.7682,0.1707,0.2805,1,0,0,5
U0016,C0120,19,0.0751,0.7251,0,0.7087,0.1727,0.6347,1,0,0,5
U0016,C0128,19,0.4729,0.1404,0,0.3936,0.1843,0.6371,0,1,0,5
U0016,C0072,19,0.8837,0.8774,0,0.0127,0.1046,0.4412,0,1,0,5
U0016,C0060,19,0.5364,0.2032,0,0.2468,0.252,0.9446,1,0,0,2
U0016,C0059,19,0.6928,0.4233,0,0.0711,0.1059,0.1048,1,0,0,2
U0016,C0050,19,0.7911,0.05,0,0.1149,0.3756,0.1722,1,0,0,1
U0016,C0148,19,0.1125,0.2487,1,0.1613,0.3539,0.9027,0,1,0,2
U0016,C0125,19,0.5843,0.0895,0,0.0932,0.1975,0.6547,0,1,0,1
U0016,C0057,19,0.1013,0.2188,0,0.3163,0.1677,0.2194,1,0,0,1
U0016,C0150,19,0.681,0.3977,1,0.5086,0.0134,0.5967,0,1,0,1
U0016,C0084,19,0.2808,0.2226,0,0.144,0.2945,0.8495,0,1,0,2
U0016,C0022,19,0.2461,0.1254,0,0.3178,0.2738,0.8723,0,0,1,2
U0016,C0132,19,0.176,0.1924,0,0.1512,0.4582,0.4379,0,1,0,2
U0016,C0070,19,0.3349,0.2125,0,0.5536,0.18,0.6125,0,0,1,2
U0016,C0093,19,0.8687,0.3003,0,0.1232,0.4355,0.1628,1,0,0,1
U0017,C0019,16,0.4061,0.3869,0,0.5338,0.307,0.8996,0,0,1,5
U0017,C0040,16,0.433,0.5612,1,0.408,0.4465,0.1051,0,1,0,5
U0017,C0148,16,0.1888,0.2205,0,0.1613,0.3539,0.9027,0,1,0,5
U0017,C0073,16,0.7351,0.1641,0,0.5746,0.2968,0.4343,1,0,0,5
U0017,C0111,16,0.418,0.5302,0,0.2173,0.1798,0.6751,0,1,0,5
U0017,C0112,16,0.8838,0.7193,0,0.6128,0.227,0.9582,0,1,0,5
U0017,C0106,16,0.6678,0.6578,0,0.33,0.3127,0.2543,0,1,0,5
U0017,C0039,16,0.5204,0.3768,0,0.4162,0.5551,0.7068,0,1,0,2
U0017,C0108,16,0.0847,0.3932,1,0.2017,0.1291,0.5094,0,0,1,2
U0017,C0096,16,0.957,0.3144,0,0.0227,0.0278,0.8292,0,0,1,2
U0017,C0067,16,0.516,0.9253,0,0.4035,0.1466,0.7085,0,0,1,1
U0017,C0075,16,0.1798,0.1691,0,0.1449,0.173,0.6698,0,0,1,1
U0017,C0009,16,0.2914,0.2522,0,0.5793,0.095,0.5154,0,0,1,1
U0017,C0045,16,0.798,0.6462,0,0.1719,0.2712,0.965,1,0,0,1
U0017,C0014,16,0.8057,0.4105,0,0.2162,0.1109,0.2355,0,1,0,1
U0017,C0079,16,0.082,0.0924,0,0.3678,0.218,0.8749,0,1,0,2
U0018,C0116,17,0.7159,0.6168,1,0.3269,0.2855,0.6783,0,1,0,5
